PACFA License Number:,Footnotes:,Facility Name:,Zip Code,County,Adult Dogs,Adult Dogs: Beginning Count ,Adult Dogs: Beginning Foster Count,Adult Dogs: Stray,Adult Dogs: Owner Relinquished,Adult Dogs: Owner Requested Euthanasia upon intake,Adult Dogs: Transfer in from another Colorado organization  ,Adult Dogs: Transfer in from Out of State organization,Adult Dogs: Other: TNR / Protective Custody / Returns / Disaster Relief,Adult Dogs: Adoption,Adult Dogs: Returned To Owner (RTO),Adult Dogs: Transfer or Rescue out to another Colorado organization,Adult Dogs: Transfer or Rescue out to an Out of State organization,Adult Dogs: Other live outcomes (ie: tnr/snr),Adult Dogs: Died,Adult Dogs: Missing / Stolen,Adult Dogs: Shelter Euthanasia ,Adult Dogs: Owner Requested Euthanasia,Adult Dogs: Ending Count,Adult Dogs: Foster Count,Adult Dogs: AVG LOS,Adult Dogs: Notes,Juvenile Dogs,Juvenile Dogs: Beginning Count,Juvenile Dogs: Beginning Foster Count,Juvenile Dogs: Stray,Juvenile Dogs: Owner Relinquished ,Juvenile Dogs: Owner Requested Euthanasia upon intake,Juvenile Dogs: Transfer in from another Colorado organization,Juvenile Dogs: Transfer in from Out of State organization,Juvenile Dogs: Other: TNR / Protective Custody / Returns / Disaster relief,Juvenile Dogs: Adoption ,Juvenile Dogs: Returned To Owner (RTO),Juvenile Dogs: Transfer or Rescue out to another Colorado organization,Juvenile Dogs: Transfer or Rescue out to an Out of State organization,Juvenile Dogs: Other live outcomes (ie tnr / snr) ,Juvenile Dogs: Died,Juvenile Dogs: Missing / Stolen,Juvenile Dogs: Shelter Euthanasia,Juvenile Dogs: Owner Requested Euthanasia,Juvenile Dogs: Ending Count,Juvenile Dogs: Foster Count,Juvenile Dogs: AVG LOS,Juvenile Dogs: Notes,Adult Cats,Adult Cats: Beginning Count,Adult Cats: Beginning Foster Count,Adult Cats: Stray,Adult Cats: Owner Relinquished,Adult Cats: Owner Requested Euthanasia upon intake,Adult Cats: Transfer in from another Colorado organization,Adult Cats: Transfer in from Out of State organization,Adult Cats: Other: TNR / Protective Custody / Returns / Disaster Relief,Adult Cats: Adoption,Adult Cats: Returned To Owner (RTO),Adult Cats: Transfer or Rescue out to another Colorado organization,Adult Cats: Transfer or Rescue out to an Out of State organization,Adult Cats: Other Live Outcomes (ie: tnr / snr),Adult Cats: Died,Adult Cats: Missing / Stolen,Adult Cats: Shelter Euthanasia,Adult Cats: Owner Requested Euthanasia ,Adult Cats: Ending Count ,Adult Cats: Foster Count,Adult Cats: AVG LOS,Adult Cats: Notes,Juvenile Cats,Juvenile Cats: Beginning Count,Juvenile Cats: Beginning Foster Count,Juvenile Cats: Stray ,Juvenile Cats: Owner Relinquished,Juvenile Cats: Owner Requested Euthanasia upon intake,Juvenile Cats: Transfer in from another Colorado organization,Juvenile Cats: Transfer in from Out of State organization,Juvenile Cats: Other: TNR / Protective Custody / Returns / Disaster Relief,Juvenile Cats: Adoption ,Juvenile Cats: Returned To Owner (RTO),Juvenile Cats: Transfer or Rescue out to another Colorado organization,Juvenile Cats: Transfer or Rescue out to an Out of State organization,Juvenile Cats: Other Live Outcomes (ie:tnr / snr),Juvenile Cats: Died ,Juvenile Cats: Missing / Stolen,Juvenile Cats: Shelter Euthanasia,Juvenile Cats: Owner Requested Euthanasia ,Juvenile Cats: Ending Count,Juvenile Cats: Foster Count,Juvenile Cats: AVG LOS,Juvenile Cats: Notes,Birds,Birds: Beginning Count,Birds: Beginning Foster Count,Birds: Stray,Birds: Owner Relinquished,Birds: Owner Requested Euthanasia upon intake,Birds: Transfer in from another Colorado organization,Birds: Transfer in from Out of State organization,Birds: Other: TNR / Protective Custody / Returns / Disaster Relief,Birds: Adoption,Birds: Returned To Owner (RTO),Birds: Transfer or Rescue out to another Colorado organization,Birds: Transfer or Rescue out to an Out of State organization,Birds: Other Live Outcomes(ie: tnr / snr),Birds: Died,Birds: Missing / Stolen ,Birds: Shelter Euthanasia,Birds: Owner Requested Euthanasia,Birds: Ending Count,Birds: Foster Count,Birds: AVG LOS,Birds: Notes:,Small Mammal,Small Mammal: Beginning Count,Small Mammal: Beginning Foster Count,Sm Mammal: Stray,Sm Mammal: Owner Relinquished,Sm Mammal: Owner Requested Euthanasia upon intake,Sm Mammal: Transfer in from another Colorado organization,Sm Mammal: Transfer in from Out of State organization,Sm Mammal: Other: TNR / Protective Custody / Returns / Disaster Relief,Sm Mammal: Adoption,Sm Mammal: Returned To Owner (RTO),Sm Mammal: Transfer or Rescue out to another Colorado organization,Sm Mammal: Transfer or Rescue out to an Out of State organization,Sm Mammal: Other Live Outcomes (ie: tnr / snr),Sm Mammal: Died,Sm Mammal: Missing / Stolen ,Sm Mammal: Shelter Euthanasia,Sm Mammal: Owner Requested Euthanasia,Sm Mammal: Ending Count,Sm Mammal: Foster Count,Sm Mammal: AVG LOS,Sm Mammal: Notes:,Reptiles,Reptiles: Beginning Count,Reptiles: Beginning Foster Count,Reptiles: Stray,Reptiles: Owner Relinquished,Reptiles: Owner Requested Euthanasia upon intake,Reptiles: Transfer in from another Colorado organization,Reptiles: Transfer in from Out of State organization,Reptiles: Other: TNR / Protective Custody / Returns / Disaster Relief,Reptiles: Adoption,Reptiles: Returned To Owner (RTO),Reptiles: Transfer or Rescue out to another Colorado organization,Reptiles: Transfer or Rescue out to an Out of State organization,Reptiles: Other Live Outcomes (ie: tnr / snr),Reptiles: Died,Reptiles: Missing / Stolen ,Reptiles: Shelter Euthanasia,Reptiles: Owner Requested Euthanasia,Reptiles: Ending Count,Reptiles: Foster Count,Reptiles: AVG LOS,Reptiles: Notes:,Rabbits,Rabbits: Beginning Count,Rabbits: Beginning Foster Count,Rabbits: Stray,Rabbits: Owner Relinquished,Rabbits: Owner Requested Euthanasia upon intake,Rabbits: Transfer in from another Colorado organization,Rabbits: Transfer in from Out of State organization,Rabbits: Other: TNR / Protective Custody / Returns / Disaster Relief,Rabbits: Adoption,Rabbits: Returned To Owner (RTO),Rabbits: Transfer or Rescue out to another Colorado organization,Rabbits: Transfer or Rescue out to an Out of State organization,Rabbits: Other Live Outcomes ( ie: tnr / snr),Rabbits: Died,Rabbits: Missing / Stolen ,Rabbits: Shelter Euthanasia,Rabbits: Owner Requested Euthanasia,Rabbits: Ending Count,Rabbits: Foster Count,Rabbits: AVG LOS,Rabbits: Notes:,Other,Other: Beginning Count,Other: Beginning Foster Count,Other: Stray,Other: Owner Relinquished,Other: Owner Requested Euthanasia upon intake,Other: Transfer in from another Colorado organization,Other: Transfer in from Out of State organization,Other: TNR / Protective Custody / Returns / Disaster Relief,Other: Adoption,Other: Returned To Owner (RTO),Other: Transfer or Rescue out to another Colorado organization,Other: Transfer or Rescue out to an Out of State organization,Other: Other Live Outcomes (ie: tnr / snr),Other: Died,Other: Missing / Stolen ,Other: Shelter Euthanasia,Other: Owner Requested Euthanasia,Other: Ending Count,Other: Foster Count,Other: AVG LOS,Other: Notes:,Location 1
PL000V1V,,Animal House Pets & Grooming,80521,Larimer County,,14,24, ,4, ,183,449,141,793, , ,3, ,2, ,6, ,2,21,16.2,,, ,3, , , ,24,174,6,190, , , , ,1, , , , ,3,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fort Collin
(40.588972, -105.082459)"
PL002UNA,,Underdogs Animal Rescue,80305,Boulder County,, , , , , ,2,52, ,34, , , , , , , , ,19,19,53,,, , , , , , ,3, ,3, , , , , , , , , , ,11,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , ,5, ,1, , , , , , , , ,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder
(40.015831, -105.27927)"
PL001822,**,Foothills Animal Shelter,80401,Jefferson County,,52,9,2156,629,390,450,627,417,2407,1398,139, ,53,6,3,236,391,74,23,7.4,,,1,9,111,87,2,120,491,45,793,31,6, ,1,9, ,2,2,6,16,11.8,,,73,7,813,516,213,121,139,214,1472,187,57, ,6,9,4,94,215,42,10,18.3,,,2,12,378,171, ,223,171,65,896,9,19, ,1,46,1,45, ,4,1,24.5,,,1, ,29,38,4,5, ,1,58,5,8, ,1,2, ,1,4, , ,6.3,,,10,1,60,210,14,14, ,10,260,4, , ,1,8,8,13,14,11, ,18.7,,,2, ,31,20, ,3, , ,33,2,14, , ,4, ,1, ,1,1,13.2,,,4, ,66,70,6,21,8,8,151,1,11, , ,5, ,1,6,8,8,12.3,,,1, ,45,18,14,7, ,1,55,6, , , ,6, ,5,14, , ,17.5,,"Golden
(39.749672, -105.216019)"
PL0007AX,**,Grand County Animal Shelter,80446,Grand County,,5, ,102,42, , , ,13,34,121, , , ,3, ,6, ,162, ,30,,, , ,5, , , , , ,3,3, , , , , , , ,5, ,40,,,7, ,34,31, , , , ,40,12, , , ,3, , , ,65, ,89,,, , ,6,17, ,6, , ,29, , , , , , , , ,29, ,40,,,,,,,,,,,,,,,,,,,,,,,,, , ,1, , , , , ,1, , , , , , , , ,1, ,30,,,,,,,,,,,,,,,,,,,,,,,,, , ,2,1, , , , ,3, , , , , , , , ,3, ,40,,, , ,1, , , , , ,1,,,,,,,,,1,,7,,"Granby
(41.951103, -72.786055)"
PL002D70,,Douglas County Canine Rescue,80104,Douglas County,,28,28,2,6, , ,260, ,252, , , , ,7,1, , ,36,36,32,,,121,121, , , , ,824, ,899, , , , ,41, , , ,109,40,20,104 born in Rescue,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , ,2, , , , , , , , , , ,2,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Castle Rock
(39.375367, -104.859911)"
PL000PCZ,,"Big Bones Canine Rescue Service, Inc.",80550,Weld County,,27,22,7,92, ,18,501, ,, ,1, ,581,5, ,23, ,16,41,27,,,1,9, ,13, ,6,184, ,198, , , , ,4, , , , ,11,29,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Windsor
(40.479957, -104.907678)"
PL002MHF,,"For Pets' Sake, Inc.",81321,Montezuma County,, , ,1, , , , , ,1, , , , , , , , , , ,98,,, , , ,3, , , , ,3,, , , , , , , , , ,55,,, ,13,3,2, , , ,340,15, ,2, ,337,1, ,1, , ,2,8,"avg LOS not TNR = 102
avg LOS TNR = 1",, , , ,17, , , ,33,3, ,8, ,11, , ,1, , ,5,11,"avg LOS not TNR = 32
avg LOS TNR = 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cortez
(37.34862, -108.583778)"
PL002V47,,Echo Acres,80808,El Paso County,,57,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhan
(39.035892, -104.304084)"
PL002C65,,Routt County Humane Society,80487,Routt County,,3,3,225,56, ,5,30,12,110,211,5, ,2, , ,2, ,4,3,12,,, , ,7,2, ,8,18,1,26,4,3, , , , , , , , ,13,,,14, ,83,50, , , ,3,113,22,3, ,1, , ,2, ,25, ,38,,,3,3,112,10, , , , ,84, ,19, ,2,2, , , ,5, ,35,,, , ,1, , , , , , ,1, , , , , , , , , ,1,,, , ,1, , , , , ,1, , , , , , , , , , ,7,,, , , , , , , , , , , , , , , , , , , , ,,, , , ,1, , , , ,1, , , , , , , , , , ,34,,, , , , , , , , , , , , , , , , , , , , ,,"Steamboat Springs
(40.485489, -106.833557)"
PL000XXV,,Pembroke Welsh Corgi Club of the Rockies Inc.,80123,Arapahoe County,, , , ,5, ,1, , ,6, , , , , , , ,1, , ,18,All adult dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Littleton
(39.612653, -105.016198)"
PL0004FZ,,Land of Ahs Kennel,80817-3535,El Paso County,,1, ,203,2, , , , , ,148,52, , ,1, ,4, , , ,4,,,,,,,,,,,,,,,,,,,,,,,,, , ,68,2, , , , , ,20,49, , ,1, , , , , ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,1, , , , , , , ,1, , , , , , , , ,5,,, , , , , , , , , ,,,,,,,,,,,,,"Fountain
(38.683108, -104.704554)"
PL002PVJ,,dakota ranch dog rescue,80830,Elbert County,,41, , ,2, , , , , , , , , , , , , ,43, ,365,,, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"matheson
(39.1717, -103.974998)"
PL001YHM,**,Peak View Animal Hospital,81039,Otero County,, , ,10,1, , , ,1,7,1,4, , , , , , ,1, ,5,,, , , , , , , , , , , , , , , , , , , ,,,, , , , , , , , , , , , , , , , , , , ,7,,, , , ,7, , , , ,7, , , , , , , , , , ,6,,, , , , , , , , , , , , , , , , , , , ,7,,, , , , , , , , , , , , , , , , , , , ,7,,, , , , , , , , , , , , , , , , , , , ,7,,, , , , , , , , , , , , , , , , , , , ,7,,, , , , , , , , , , , , , , , , , , , ,7,,"Fowler
(36.629974, -119.67467)"
PL001QBP,**,Farfel's Farm and Rescue,80302,Boulder County,, ,2,176,38, ,2,212, ,214, , , , , ,,,,214,1,6.34,,, , ,64,6,, ,70,,70,,,,,,,,,70,,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder
(40.015831, -105.27927)"
PL002L3E,**,Summit Dog Rescue,80304,Boulder County,,16,16, ,10, ,4,64, ,94, , , , , , , , ,6,6,52,,,1,1, ,1, , ,14, ,16, , , , , , , , , , ,28,,, , , , , , ,4, ,4, , , , , , , , , , ,27,,, , , , , , ,2, ,2, , , , , , , , , , ,14,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,"Boulder
(40.015831, -105.27927)"
PL000HM6,,"Estes Park Pet Lodge, Inc",80517,Larimer County,, , ,,36,,,,,32,1,1,,,,,2,, , ,14.2,,, , ,,6,,,,,6,,,,,,,,, , ,11,,, , ,,55,,,,,40,4,9,,,1,,1,, , ,22,,, , ,,13,,,,,12,,1,,,,,,, , ,20.8,,,,,,,,,,,,,,,,,,,,,,,,, , ,,1,,,,,1,,,,,,,,, , ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Estes Park
(40.376131, -105.523654)"
PL0011JX,**,Divide Creek Animal Hospital,81652,Garfield County,,144,,144,4, , , , ,2,84,60, , , , , , ,144, ,5,,, , , , , , ,, , , , , , , , , , , , , ,,,27, ,27, , ,24, , ,1,2, , , , , , , ,27, ,5,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,,1, ,1, , , , , , ,1, , , , , , , , , ,2,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,"Silt
(34.999699, -117.748596)"
PL001Y19,,Valley Humane League,81101,Alamosa County,,13, ,375,132, , , , ,90,128,295, , , , , , ,7, ,13,,,2, ,163,46, , , , ,68,12,124, , ,6, ,1, , , ,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa
(37.468191, -105.874293)"
PL001F37,,Lucky Day Animal Rescue of Colorado,81611,Pitkin County,, ,6, ,17, ,5,27,,50, , , , , , , , ,,4,46,,,, , , , , ,7, ,7, , , , , , , , ,, ,21,,, , ,1, , , ,1, ,2, , , , , , , , ,, ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aspen
(39.190665, -106.819201)"
PL002SGW,,Lisa Parker's Puppies,81301,La Plata County,,1,1, ,7, , ,20, ,27, , , , , , , , ,2,2,28,Adult dogs stay in foster care until ready to be part of a home.,,6,6,1, , , ,43, ,43, ,36, , , , , , ,6,6,16,All dogs in foster care learning to be part of a family.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Durango
(37.28225, -107.877762)"
PL0007YN,,Colorado Beagle Rescue,80031,Adams County,,8,8,24,19, ,5,61, ,109, , , , ,1, , , ,2,2,24,,, , , , , , ,1, ,1, , , , , , , , , , ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westminster
(39.863462, -105.050335)"
PL0017CK,,running dog ranch animal rescue,81323,Montezuma County,,3, ,3, , , , , ,1, ,1, , , ,, , ,2, ,6,"This form is sooo confusing to fill out. Big orgs. must be ripping their hair out trying to make sense of these. Can someone please make them easier. Trying to help animals is hard enough in itself , why are you making it harder",,36, ,36, , , , , , , ,36, , , , , , , , ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores
(37.47333, -108.503062)"
PL000043,,Humane Society of Fremont County,81212,Fremont County,,29, ,316,155, ,10, ,432,256,478,148, , ,7, ,7,1,45, ,0.42,,,11, ,48,18, , , ,16,63,16,12, , ,2, , , , , ,1.34,,,43, ,186,116, , , ,44,132,15,188, , ,10,1,6,3,34, ,1.32,,,18, ,260,42, , , ,31,61,1,258, , ,29, ,2, , , ,0.26,,,1, , ,1, , , ,14,16, , , , , , , , , , ,1.25,,, , , ,7, , , , ,6, ,1, , , , , , , , ,16.17,,, , , ,3, , , , ,3, , , , , , , , , , ,2,,, , ,4,2, , , ,5,3,2,5, , , , , , ,1, ,4.45,,, , , , , , , , , ,,,,,,,,,,,,,"Canon City
(38.442184, -105.23489)"
PL000AG7,,Colorado Pug Rescue,80136,Adams County,,,27,2,40, ,8,25,9,79,1,1, , , , ,5, ,,25,137,"Four euthanasias were due to failed health. One was due to erratic, inconsistent, unpredictable vicious behavior.",,,6, , , , , , ,6, , , , , , , , ,, ,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Strasburg
(38.988485, -78.358835)"
PL0016Q0,**,Mesa County Animal Services,81527,Mesa County,,55, ,1310,359,129,72, ,11,133,864,403, ,2,1,2,308,129,39, ,12.1,Average LOS increases due to MCAS being an enforcement facility and a number of court cases result in some dogs being held for extended periods of time until completion of court case,,11, ,77,33, , , , ,16,23,58, , ,5, ,3, ,5, ,14.9,,,2, ,98,7,37,4, ,31,4,9,14, ,1,5,1,96,37,10, ,5.6,,,5,4,55,5,3,5, ,50,2, ,73, , ,6, ,26,3,7,1,11.4,,, , ,3, , , , , ,2,1, , , , , , , , , ,8.3,,, , ,9, , , , ,5,3, , , ,6,2, ,3, , , ,6.3,,, , , , , , , , , , , , , , , , , , , , ,,, , ,3, , , , , , ,2, , , , , ,1, , , ,3.7,,, , ,2, , , , , ,2, , , , , , , , , , ,93,Lengthy LOS due to 2 Roosters taken in as strays and over 3 months at shelter before adoption,"Whitewater
(42.850353, -88.72881)"
PL0023Q3,,Happy Haven Farm and Sanctuary,80103,Arapahoe County,,8, , , , ,2,1, ,3, , , , , , , , ,9, ,355,,, , ,1, , , , , , , , , , , , , , ,1, ,340,Dog was dumped in a box at our gate so technically an owner relinquish but I listed her as stray since there is no relinquishment form,,44, , ,2, ,40,15, ,31, , , , ,18,1, , ,51, ,345,,, , ,1,4, ,9,38, , , ,3, , ,32, , , ,17, ,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Byers
(39.710891, -104.22341)"
PL0009J7,**,"Colorado Springs All Breed Rescue, INC",80907,El Paso County,,54,54, ,20, ,36, ,15,65,3,1, , ,2,1,1,,52,52,121,,, , , , , ,28, , ,17, , , , , , , , ,11,11,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado Springs
(38.835224, -104.819798)"
PL0000BQ,,Town of Telluride ,81435,San Miguel County,, , ,62, , ,1, , ,1,60,1, , , , , , , , ,1,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , ,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , ,,,,,,,,,,,,,"Telluride
(37.937412, -107.811757)"
PL000766,,Fort Lupton Veterinary Hospital,80621,Weld County,, , ,98,,,,,,28,69,,,,1,,4,,,,3.5,"Our facility is an animal shelter, holding facility for the City of Fort Lupton, Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fort Lupton
(40.08025, -104.810512)"
PL001V62,,Leadville/Lake Co Animal Shelter,80461,Lake County,,3, ,97,8, ,1, ,112,37,163, , , , , ,1, ,3, ,,,, , ,5, , , ,, ,4, ,1, , , , , , ,,,,,,2, ,27,4, , , ,8,22,10,5, , , , ,3, ,2, ,,,, , ,19, , , , ,,19, , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leadville
(39.248791, -106.291951)"
PL0002H4,,Town of Limon Animal Shelter,80828,Lincoln County,, , ,25, , , , ,5,3,26, , , , ,1, , , , ,4.6,,, , ,1, , , , ,1, ,2, , , , , , , , , ,2.5,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , ,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , ,,,,,,,,,,,,,"Limon
(39.264004, -103.689247)"
PL002N28,**,PawsCo,80231,Denver County,,22,22, ,4, ,107,17,1,129, ,3, , , , ,4, ,7,7,40.2,,,2,2, , , ,28,9, ,37, , , , , , , , ,1,1,29.2,,,20,20, , , ,26,9, ,24, ,3, , , , , , ,5,5,57.4,,,2,2,4, , ,37,14,2,62, , , , , , ,3, ,2,2,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver
(39.738453, -104.984853)"
PL000035,,Humane Society of the Pikes Peak Region,80905,El Paso County,,103,10,4607,1276,891,677,1159,718,4147,3031,134,14, ,11, ,1095,887,119,9,6.5,,,5,22,233,93,7,352,590,96,1200,55,18, , ,21, ,30,7,24,37,15,,,131,2,2225,1347,334, ,15,1130,2329,315,42, ,1178,15,2,901,334,73,4,10,,,9,37,1136,278,1, ,23,99,909,18,75, ,84,33, ,402,1,22,30,18,,,1, ,20,76,1, , , ,91,2,3, , , , ,1,1, , ,6,,,14,2,90,274,30,3, ,4,336,5, , , ,2,2,29,30,8,5,9.5,,, , ,40,56,4, , ,8,76,6,2,1, , , ,11,4,8, ,9,,,6,1,114,129,3,7, ,11,210,6,2, , ,6, ,28,3,11,5,15,,,1, ,91,142,2,2, ,2,206,6,4,,,7,3,11,2,1,,10.5,,"Colorado Springs
(38.835224, -104.819798)"
PL00197M,,Majestic Canine Rescue,80864,El Paso County,,60,,,21,,,2,,4,,,,,2,,4,,73,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yoder
(45.129877, -122.681388)"
